12月20日,森 ,消耗品費,9200,15
12月20日,岡田 ,雑　費,700,02
12月20日,山田 ,消耗品費,2100,04
12月20日,近藤 ,雑　費,9600,03
12月20日,森 ,租税公課,4200,15
12月20日,石川 ,給　料,2200,07
12月20日,西村 ,保険料,6100,12
12月20日,佐々木 ,交通費,3600,08
12月20日,池田 ,租税公課,1900,10
12月20日,高橋 ,通信費,8900,11
12月20日,松田 ,雑　費,6800,19
12月20日,高橋 ,交通費,2200,14
12月20日,山田 ,交際費,7000,03
12月20日,井上 ,保険料,5500,13
12月20日,後藤 ,交際費,300,12
12月20日,後藤 ,厚生費,1200,11
12月20日,山口 ,交通費,1700,18
12月20日,山崎 ,減価償却費,8000,20
12月20日,林 ,保険料,1100,12
12月20日,中島 ,給　料,8000,18
12月20日,池田 ,交際費,4800,19
12月20日,石井 ,交際費,2100,04
12月20日,橋本 ,厚生費,500,13
12月20日,田中 ,租税公課,1900,17
12月20日,斉藤 ,広告費,4800,06
12月21日,山下 ,交通費,9900,14
12月21日,渡辺 ,雑　費,9400,02
12月21日,橋本 ,広告費,2600,10
12月21日,佐藤 ,交際費,3900,20
12月21日,吉田 ,厚生費,7700,20
12月21日,吉田 ,通信費,7900,05
12月21日,斉藤 ,交際費,9600,06
12月21日,山本 ,交際費,2600,14
12月21日,後藤 ,接待費,7900,15
12月21日,吉田 ,地代家賃,7700,20
12月21日,山崎 ,光熱費,5400,04
12月21日,山本 ,交通費,9500,18
12月21日,長谷川 ,減価償却費,8800,05
12月21日,山下 ,租税公課,4600,18
12月21日,森 ,広告費,7400,07
12月21日,吉田 ,交際費,500,14
12月21日,石井 ,保険料,1500,06
12月21日,渡辺 ,地代家賃,6200,06
12月21日,石井 ,通信費,4400,13
12月21日,井上 ,地代家賃,5700,06
12月21日,小川 ,消耗品費,4200,19
12月21日,村上 ,給　料,7400,10
12月21日,藤井 ,接待費,5000,15
12月21日,佐藤 ,租税公課,900,01
12月22日,三浦 ,地代家賃,4800,05
12月22日,山本 ,雑　費,9500,01
12月22日,森 ,保険料,9900,19
12月22日,池田 ,通信費,3600,12
12月22日,山下 ,租税公課,6100,06
