12月10日,岡本 ,接待費,9100,14
12月10日,山口 ,通信費,8400,13
12月10日,石川 ,広告費,7700,19
12月10日,中村 ,通信費,3700,09
12月10日,石井 ,減価償却費,3900,02
12月10日,橋本 ,広告費,9600,07
12月10日,青木 ,租税公課,5100,04
12月10日,山口 ,給　料,2400,05
12月10日,福田 ,交際費,3800,16
12月10日,岡田 ,租税公課,3000,05
12月10日,太田 ,厚生費,8700,15
12月10日,石井 ,通信費,3900,02
12月10日,岡田 ,地代家賃,3600,19
12月10日,藤原 ,交通費,4600,17
12月10日,小川 ,交際費,3900,20
12月10日,清水 ,光熱費,9800,18
12月10日,佐藤 ,広告費,8400,08
12月10日,青木 ,減価償却費,2900,11
12月10日,西村 ,通信費,7600,18
12月10日,高橋 ,雑　費,3700,14
12月10日,後藤 ,給　料,7800,14
12月10日,森 ,交際費,9100,10
12月11日,阿部 ,接待費,8800,03
12月11日,石川 ,厚生費,1100,17
12月11日,藤原 ,消耗品費,1000,08
12月11日,小林 ,地代家賃,5300,20
12月11日,藤田 ,交際費,4500,08
12月11日,石川 ,消耗品費,1800,08
12月11日,山本 ,給　料,4700,17
12月11日,阿部 ,雑　費,2500,17
12月11日,藤田 ,厚生費,6900,09
12月11日,三浦 ,保険料,1700,02
12月11日,佐藤 ,給　料,6600,16
12月11日,近藤 ,光熱費,4700,04
12月11日,吉田 ,厚生費,6100,19
12月11日,松田 ,保険料,6400,12
12月11日,西村 ,広告費,3800,20
12月11日,福田 ,交際費,3100,12
12月11日,長谷川 ,通信費,6800,10
12月11日,小林 ,給　料,1900,04
12月11日,橋本 ,光熱費,1300,19
12月11日,中島 ,交通費,9900,12
12月11日,岡本 ,光熱費,2800,02
12月11日,三浦 ,交通費,2500,10
12月11日,岡田 ,交際費,5300,13
12月11日,三浦 ,給　料,9700,06
12月11日,藤井 ,給　料,2600,13
12月11日,加藤 ,接待費,9600,19
12月11日,西村 ,保険料,500,17
12月11日,阿部 ,光熱費,5200,09
12月12日,岡本 ,消耗品費,10000,03
12月12日,井上 ,保険料,2400,16
12月12日,佐藤 ,減価償却費,4900,14
12月12日,松田 ,厚生費,8800,08
12月12日,松本 ,通信費,5500,13
12月12日,橋本 ,通信費,4200,15
12月12日,坂本 ,給　料,3100,15
12月12日,吉田 ,広告費,4900,03
12月12日,佐々木 ,雑　費,5900,10
12月12日,佐々木 ,交際費,6100,01
12月12日,中村 ,地代家賃,6600,04
12月12日,佐藤 ,光熱費,5700,01
12月12日,村上 ,厚生費,7700,16
12月12日,佐藤 ,地代家賃,6800,12
12月12日,伊藤 ,広告費,3300,20
12月12日,村上 ,消耗品費,1800,01
12月12日,西村 ,光熱費,7400,10
12月12日,山下 ,通信費,1200,11
12月12日,高橋 ,交際費,800,18
12月12日,加藤 ,厚生費,1200,05
12月12日,石川 ,厚生費,200,05
12月12日,山口 ,雑　費,3600,09
12月12日,近藤 ,地代家賃,4000,07
12月12日,岡本 ,雑　費,6800,02
12月12日,橋本 ,雑　費,1400,12
12月12日,坂本 ,消耗品費,8300,20
12月12日,坂本 ,広告費,2300,20
12月12日,阿部 ,消耗品費,1500,03
12月12日,阿部 ,地代家賃,2800,18
12月12日,藤田 ,接待費,7400,06
12月12日,山口 ,地代家賃,1600,13
12月12日,福田 ,給　料,1600,07
12月12日,石川 ,広告費,8400,15
12月12日,山田 ,接待費,800,05
12月12日,加藤 ,接待費,5800,09
12月13日,藤田 ,給　料,1300,18
12月13日,中川 ,雑　費,1400,13
12月13日,斎藤 ,通信費,4100,19
12月13日,岡本 ,租税公課,6000,14
12月13日,中島 ,保険料,5800,15
12月13日,林 ,厚生費,9100,11
12月13日,佐々木 ,消耗品費,4900,07
12月13日,松本 ,交際費,7000,16
12月13日,小川 ,保険料,4900,07
12月13日,青木 ,地代家賃,1300,17
12月13日,井上 ,広告費,2600,09
12月13日,藤原 ,保険料,5700,16
12月13日,藤原 ,厚生費,1600,12
12月13日,阿部 ,交通費,9600,11
12月13日,前田 ,接待費,8800,18
12月13日,福田 ,消耗品費,6900,06
12月13日,加藤 ,雑　費,3000,15
12月13日,坂本 ,消耗品費,7800,18
12月13日,山本 ,雑　費,7100,16
12月13日,松本 ,交通費,9600,07
12月13日,林 ,交通費,6400,12
12月13日,三浦 ,交際費,5400,10
12月13日,伊藤 ,給　料,900,12
12月13日,渡辺 ,租税公課,7800,12
12月13日,青木 ,減価償却費,5900,02
12月13日,西村 ,通信費,5600,20
12月13日,斎藤 ,広告費,4700,06
12月13日,吉田 ,交通費,7800,04
12月13日,遠藤 ,給　料,3800,05
12月14日,林 ,広告費,5900,16
12月14日,石川 ,交通費,2800,10
12月14日,松田 ,通信費,2800,15
12月14日,藤原 ,光熱費,7200,08
12月14日,村上 ,接待費,9500,12
12月14日,藤田 ,消耗品費,4300,06
12月14日,青木 ,保険料,9700,11
12月14日,坂本 ,通信費,9700,11
12月14日,藤田 ,減価償却費,4700,20
12月14日,吉田 ,厚生費,1800,08
12月14日,田中 ,交際費,7100,20
12月14日,池田 ,地代家賃,9800,15
12月14日,近藤 ,接待費,4400,10
12月14日,清水 ,給　料,5200,09
12月14日,橋本 ,雑　費,4600,11
12月14日,前田 ,給　料,4200,06
12月14日,岡本 ,租税公課,2100,03
12月14日,坂本 ,広告費,4100,19
12月14日,松本 ,地代家賃,3900,01
12月14日,松田 ,厚生費,8400,19
12月14日,中島 ,租税公課,6100,15
12月14日,阿部 ,交通費,8000,17
12月15日,小川 ,給　料,6100,11
12月15日,林 ,給　料,3800,01
12月15日,近藤 ,消耗品費,9700,07
12月15日,藤井 ,給　料,3600,09
12月15日,藤田 ,地代家賃,4900,06
12月15日,小川 ,広告費,3000,05
12月15日,渡辺 ,給　料,4300,13
12月15日,中川 ,給　料,9600,01
12月15日,森 ,厚生費,600,13
12月15日,渡辺 ,減価償却費,300,14
12月15日,山崎 ,交際費,4600,03
12月15日,橋本 ,接待費,3500,10
12月15日,山口 ,接待費,4400,11
